,2000  1  1   1 19 28.30  41.950N   20.630E   5.0 4.8
2316,2005  3  9   8 18 47.90  35.140N   21.190E  30.0 4.0
2317,2005  3  9  13 44  5.40  35.720N   21.890E   3.0 3.8
2318,2005  3 16  13 53 43.30  40.200N   25.150E  23.0 3.8
2319,2005  3 16  15 33 41.50  35.400N   27.050E  74.0 4.2
2320,2005  3 16  23 31  6.30  38.280N   20.400E  19.0 3.7
2321,2005  3 17   5  1 37.00  37.830N   26.940E   5.0 3.8
2322,2005  3 17   5  3 53.70  37.800N   26.910E  20.0 3.8
2323,2005  3 18  14 38 26.40  35.820N   22.880E  41.0 3.7
2324,2005  3 18  17  3 56.70  39.080N   22.050E  21.0 3.7
2325,2005  3 19  12 20 43.70  36.950N   27.900E   5.0 3.7
2326,2005  3 20   0 51  1.60  37.480N   22.010E  19.0 4.0
2327,2005  3 20  19 20 18.10  37.520N   22.020E   9.0 4.0
2328,2005  3 21   0 29 24.80  37.610N   20.870E  17.0 3.7
2329,2005  3 21   5 47  4.30  35.500N   25.950E  21.0 4.0
2330,2005  3 22  18 30 14.30  39.780N   19.880E  12.0 4.1
2331,2005  3 23   1 21 41.60  35.290N   22.680E  19.0 3.7
2332,2005  3 23  23 12 36.60  39.460N   20.470E   5.0 3.8
2333,2005  3 24  18 45 43.50  35.550N   22.390E  34.0 3.9
2334,2005  3 24  21 53 10.70  35.510N   25.870E  14.0 3.7
2335,2005  3 27   9 32 16.90  40.890N   27.480E  23.0 3.8
2336,2005  3 28  22 30  1.10  34.930N   23.690E  39.0 3.8
2337,2005  3 31  14 35  7.80  35.540N   25.950E   7.0 4.2
2338,2005  3 31  21 27  7.60  36.690N   26.460E  28.0 3.8
2339,2005  4  7   8 12 42.10  35.740N   22.040E   7.0 3.9
2340,2005  4  9  19 28 20.60  40.410N   25.970E  29.0 3.8
2341,2005  4 10  13 37 12.20  39.200N   21.640E  23.0 3.9
2342,2005  4 12  18 18 25.90  35.680N   22.300E  35.0 3.7
2343,2005  4 16   1 47 58.40  36.630N   27.370E  23.0 3.9
2344,2005  4 17   0 32 27.60  36.570N   26.440E   5.0 4.0
2345,2005  4 20   7 52 39.00  40.830N   22.900E  24.0 4.1
2346,2005  4 21  18 35 46.20  34.640N   24.970E  16.0 3.7
2347,2005  4 22   7 48 16.90  38.690N   23.920E  20.0 4.0
2348,2005  4 25  14 59  9.60  34.750N   23.560E  32.0 3.8
2349,2005  4 26  22 18 21.50  35.500N   28.850E  45.0 3.9
2350,2005  4 26  23 13 53.90  39.300N   21.140E  26.0 4.1
2351,2005  4 29  11 12 34.90  36.550N   23.580E  58.0 3.7
2352,2005  4 30   4 54 17.60  37.520N   21.740E  22.0 3.7
2353,2005  4 30  19  0 39.40  38.980N   19.920E  17.0 4.0
2354,2005  5  1   3 44 29.50  38.820N   21.230E  26.0 3.8
2355,2005  5  1  10 28 23.80  38.670N   23.880E  22.0 3.7
2356,2005  5  1  20 33 59.40  35.740N   21.990E  24.0 3.8
2357,2005  5  1  20 46 38.70  35.030N   25.090E  18.0 4.0
2358,2005  5  2  21 30 49.10  35.850N   25.260E  17.0 4.2
2359,2005  5  3   0 47 33.40  34.560N   25.100E  27.0 3.9
2360,2005  5  3   0 52 30.70  34.290N   25.150E  30.0 4.3
2361,2005  5  3  10  4 39.10  37.350N   20.750E  14.0 3.7
2362,2005  5  3  17 39 54.80  35.670N   26.780E  45.0 3.7
2363,2005  5  4  18 55 19.80  35.030N   24.280E  31.0 3.9
2364,2005  5  4  19 22 58.00  36.050N   29.260E  37.0 3.9
2365,2005  5  4  19 22 59.70  36.010N   29.090E  28.0 3.8
2366,2005  5  5  14 10 38.60  35.010N   25.080E  14.0 3.7
2367,2005  5  8  21 20  2.40  40.870N   20.030E  36.0 3.7
2368,2005  5  9  22 35  0.20  37.910N   21.350E  13.0 3.9
2369,2005  5 11  10  5  2.50  39.410N   20.620E  19.0 3.9
2370,2005  5 13  22 30 29.70  38.000N   26.680E  12.0 3.7
2371,2005  5 14  17 48 44.00  36.060N   29.590E  34.0 3.9
2372,2005  5 14  18  0 28.70  37.330N   20.700E  16.0 4.2
2373,2005  5 16   4 27  1.50  35.990N   29.090E  43.0 4.0
2374,2005  5 16  14 24 10.00  35.970N   29.710E  34.0 4.2
2375,2005  5 17  22 24 13.80  36.700N   21.710E  26.0 3.8
2376,2005  5 23   1 12 37.10  35.350N   25.860E  30.0 3.8
2377,2005  5 24   5 50 54.90  37.570N   20.880E  18.0 4.1
2378,2005  5 27   1 16 39.00  35.280N   27.710E  20.0 4.3
2379,2005  5 28  10 43 40.80  38.180N   20.400E   6.0 3.9
2380,2005  5 29   8 27 19.40  37.430N   21.000E  23.0 3.7
2381,2005  5 29   8 55 35.80  38.260N   22.730E 104.0 4.4
2382,2005  5 30   9 20  8.50  34.460N   26.090E  34.0 4.5
2383,2005  5 31   8 39 53.50  35.620N   27.180E  21.0 3.9
2384,2005  6  1  18 53 44.20  35.850N   25.260E  21.0 4.2
2385,2005  6  3   1 51 57.00  40.410N   26.010E  30.0 3.9
2386,2005  6  3  18 54 32.80  34.890N   25.760E  10.0 3.8
2387,2005  6  4   1 51 52.70  34.730N   26.100E   5.0 3.8
2388,2005  6  4  10 55  9.90  36.650N   21.380E  32.0 3.8
2389,2005  6  7   9  9 10.60  40.440N   19.730E  18.0 3.7
2390,2005  6  7   9 35 31.50  34.310N   26.510E  25.0 4.0
2391,2005  6  8   6  4 50.00  36.700N   21.690E  29.0 3.9
2392,2005  6  8  16 50  4.00  38.610N   23.810E  27.0 3.7
2393,2005  6 11   3 38 51.40  40.550N   19.180E  29.0 4.4
2394,2005  6 12   7 34 52.40  36.870N   23.710E  85.0 4.0
2395,2005  6 14   7 31 46.50  35.140N   23.980E  12.0 4.3
2396,2005  6 14  16 27 28.20  34.650N   24.590E  30.0 3.7
2397,2005  6 15  13 38 27.90  35.820N   21.580E  34.0 3.8
2398,2005  6 17   2 47 54.60  38.060N   27.400E  27.0 3.8
2399,2005  6 17  19 22  9.70  35.930N   26.610E  89.0 4.2
2400,2005  6 17  23 52 11.00  34.840N   26.140E   5.0 3.7
2401,2005  6 18  16 13 50.20  38.850N   21.240E  25.0 4.1
2402,2005  6 18  22 55 17.30  38.810N   21.260E  25.0 3.9
2403,2005  6 20  16 53 16.60  36.740N   27.380E  25.0 3.8
2404,2005  6 21  23  6 34.10  37.180N   20.790E  18.0 4.3
2405,2005  6 22  10 17 57.00  35.170N   23.180E  57.0 4.0
2406,2005  6 23  11 55 39.20  37.800N   26.760E  25.0 3.9
2407,2005  6 23  22 44 16.70  37.760N   26.700E  19.0 4.1
2408,2005  6 23  23 25  6.80  37.770N   26.750E  20.0 3.8
2409,2005  6 24   4 27  8.60  37.760N   26.720E  45.0 3.8
2410,2005  6 24  14 20 10.70  38.420N   24.040E  13.0 3.8
2411,2005  6 26  20  7 26.70  37.770N   26.770E  18.0 3.8
2412,2005  6 27   2 58 14.60  40.760N   27.640E  29.0 3.7
2413,2005  6 28  10 41 41.20  35.380N   27.780E  27.0 3.8
2414,2005  6 30   3  1 32.70  34.210N   26.610E  12.0 3.7
2415,2005  6 30  21 34 53.80  37.800N   26.780E  19.0 3.8
2416,2005  7  1  16 18 32.90  35.830N   21.460E  30.0 3.8
2417,2005  7  2   1  9 22.50  37.820N   26.750E  15.0 4.0
2418,2005  7  2  17 35 17.70  35.060N   27.320E  23.0 4.7
2419,2005  7  3   0 18  8.10  38.620N   20.580E   5.0 3.7
2420,2005  7  3  16 15 27.50  36.030N   27.020E  13.0 4.5
2421,2005  7  3  18 38  6.40  35.990N   27.040E  26.0 3.9
2422,2005  7  3  22 39 22.20  35.110N   27.260E  21.0 4.8
2423,2005  7  4   0 23 10.30  35.130N   27.220E  24.0 3.8
2424,2005  7  4   1 27  3.30  35.030N   27.310E   5.0 3.8
2425,2005  7  6  23 26  8.60  40.830N   27.650E  12.0 3.8
2426,2005  7  7  11 45  9.10  36.410N   23.140E  26.0 4.3
2427,2005  7  8   5 41  1.10  34.680N   26.350E  36.0 3.8
2428,2005  7  8  18  8 22.50  35.200N   27.120E  17.0 4.4
2429,2005  7  9  14 37 19.50  38.070N   20.180E  16.0 3.7
2430,2005  7 10  12 25 55.00  37.930N   20.720E   8.0 4.0
2431,2005  7 11   3 23 30.20  37.790N   27.470E  23.0 3.7
2432,2005  7 11   9 46 19.80  35.650N   23.290E   2.0 3.7
2433,2005  7 11  17 20 31.70  36.480N   28.110E  58.0 4.2
2434,2005  7 11  18 37 20.00  37.300N   20.410E  15.0 3.7
2435,2005  7 11  22 22  7.60  35.560N   21.870E  14.0 3.8
2436,2005  7 15   5 55 15.40  35.010N   23.900E  19.0 3.7
2437,2005  7 16  23 34 57.40  34.480N   26.650E  20.0 3.9
2438,2005  7 18   4  2 52.70  35.060N   26.410E   8.0 4.2
2439,2005  7 18   4  9 37.60  34.940N   26.450E  10.0 3.7
2440,2005  7 18   9  2 58.10  34.770N   26.460E  17.0 3.7
2441,2005  7 19  11 58 53.30  35.410N   21.920E  36.0 3.7
2442,2005  7 20   6 15 54.00  35.470N   23.470E  53.0 3.7
2443,2005  7 20   8 18 45.00  38.630N   23.540E  20.0 3.8
2444,2005  7 23   1 33 14.00  34.450N   22.120E  24.0 4.4
2445,2005  7 23  13  9 27.10  35.010N   24.680E  24.0 4.3
2446,2005  7 25   2 34  7.60  41.810N   22.090E  39.0 4.0
2447,2005  7 25   4 38 24.20  37.370N   21.010E  26.0 4.4
2448,2005  7 25  19 41 55.10  38.720N   21.060E   8.0 3.8
2449,2005  7 28  14 38 20.70  40.940N   20.540E   9.0 4.1
2450,2005  7 28  14 48 34.30  41.100N   20.470E   5.0 3.9
2451,2005  7 30  11 25 15.90  34.680N   22.330E  18.0 4.3
2452,2005  7 31   8 35 38.10  34.810N   26.330E  22.0 3.9
2453,2005  7 31  15 54 29.40  36.050N   29.120E  38.0 3.9
2454,2005  8  1   0 30 36.60  37.340N   20.530E  25.0 3.8
2455,2005  8  1  13 35  0.20  36.570N   26.780E 133.0 4.6
2456,2005  8  2  18 11 40.70  35.980N   26.860E  18.0 3.7
2457,2005  8  3   5 49 30.40  41.010N   19.610E  25.0 3.7
2458,2005  8  3  23 52 59.00  39.320N   26.880E  28.0 4.1
2459,2005  8  4   5 47 39.60  38.990N   23.330E  23.0 4.6
2460,2005  8  4  10 45 30.30  34.940N   26.480E  22.0 4.7
2461,2005  8  4  17 37 22.30  34.790N   26.590E   5.0 3.8
2462,2005  8  8   2  5 49.50  39.270N   28.530E   5.0 3.8
2463,2005  8  8   6 49 48.20  35.030N   27.250E  21.0 3.9
2464,2005  8 10  17 17 42.10  35.430N   26.190E  28.0 4.1
2465,2005  8 11  16  3  7.80  38.660N   23.280E  27.0 3.7
2466,2005  8 12  18 53 14.70  40.240N   19.200E  13.0 4.2
2467,2005  8 12  22 41  3.70  35.210N   23.130E  24.0 3.7
2468,2005  8 14   0 46 38.30  40.030N   24.250E  28.0 3.8
2469,2005  8 15   2  3 25.20  34.330N   26.460E  25.0 4.1
2470,2005  8 15   3 49  7.00  35.270N   26.370E  10.0 3.7
2471,2005  8 15  18 56 32.40  34.600N   26.040E  36.0 4.0
2472,2005  8 15  22 33 39.80  34.230N   26.520E  10.0 4.2
2473,2005  8 16   5 27 46.70  34.570N   22.380E  34.0 4.1
2474,2005  8 16   6  8 31.40  34.200N   22.040E  37.0 4.0
2475,2005  8 16  23 48 18.30  39.140N   23.420E  17.0 3.7
2476,2005  8 17  17 23 54.20  34.460N   26.540E  24.0 4.0
2477,2005  8 18   9 58 42.80  34.590N   26.420E  25.0 3.8
2478,2005  8 19   1  8 49.40  36.820N   27.440E  21.0 4.4
2479,2005  8 20   6  9 43.90  41.120N   27.870E  45.0 3.7
2480,2005  8 20   9  5 44.70  37.890N   28.630E  32.0 3.9
2481,2005  8 20  10  8 47.00  37.970N   28.720E  35.0 4.0
2482,2005  8 24   3  6 19.90  39.680N   25.560E  29.0 4.7
2483,2005  8 24   7 13 43.00  39.860N   25.760E  21.0 3.8
2484,2005  8 24  14 16 54.80  39.790N   25.650E   9.0 3.7
2485,2005  8 25  12 31 22.50  34.690N   24.680E  57.0 3.9
2486,2005  8 26   5 29 39.40  37.830N   21.140E   4.0 3.9
2487,2005  8 26  23 16 51.20  38.240N   20.350E  14.0 4.0
2488,2005  8 29   4 48 14.60  39.080N   24.230E  36.0 3.7
2489,2005  8 30  17 34 59.50  34.610N   22.230E  15.0 3.7
2490,2005  8 30  17 39 46.40  39.210N   27.940E  16.0 4.0
2491,2005  9  1  22 12  8.30  38.210N   20.700E  12.0 3.8
2492,2005  9  7   8 48 52.00  35.010N   24.460E  16.0 4.2
2493,2005  9  7   8 57 43.70  34.860N   24.380E   9.0 3.8
2494,2005  9  7  12 40 58.80  38.870N   19.120E  10.0 3.8
2495,2005  9  7  13 22 49.60  36.720N   26.250E   6.0 4.0
2496,2005  9  7  19 34 33.40  41.270N   19.800E   5.0 3.9
2497,2005  9  8   1 47 14.20  39.680N   20.880E   3.0 3.7
2498,2005  9 11   8 17 16.40  37.590N   21.620E  59.0 3.8
2499,2005  9 12  19  8 29.60  40.720N   23.370E  24.0 4.3
2500,2005  9 12  19 20 32.70  34.720N   24.020E  32.0 4.0
2501,2005  9 12  19 26 34.70  40.710N   23.380E  19.0 4.0
2502,2005  9 12  21 30 51.90  38.920N   20.100E  21.0 4.1
2503,2005  9 12  22 21 37.50  38.970N   20.140E  25.0 4.0
2504,2005  9 13   4 41 16.30  38.180N   20.250E  14.0 4.4
2505,2005  9 14  20 12 21.00  34.210N   25.670E  28.0 4.4
2506,2005  9 15   3 30 21.30  39.700N   20.960E  14.0 4.1
2507,2005  9 16   8  8 44.00  37.920N   20.060E   7.0 4.4
2508,2005  9 16  10  0 27.50  37.220N   22.550E  84.0 4.1
2509,2005  9 17  18 43 50.10  41.540N   19.580E  28.0 3.9
2510,2005  9 18  18 19 13.60  37.710N   21.050E  15.0 3.8
2511,2005  9 19  22 17 16.60  38.040N   20.240E  15.0 4.6
2512,2005  9 19  23 23 53.70  38.090N   20.250E   9.0 4.0
2513,2005  9 20  13 14 21.90  38.180N   20.280E  15.0 3.9
2514,2005  9 20  13 14 21.30  38.230N   20.340E  12.0 4.1
2515,2005  9 20  18  5 12.00  34.510N   25.480E  10.0 3.7
2516,2005  9 21   6  9 49.80  39.400N   20.480E   5.0 4.0
2517,2005  9 23  11  1 42.20  35.040N   27.130E   5.0 3.8
2518,2005  9 27   4 56 18.30  36.180N   21.710E  27.0 3.8
2519,2005  9 28   1 47  6.70  35.280N   27.020E  29.0 4.5
2520,2005 10  2   9 40 50.80  39.120N   28.280E   5.0 3.8
2521,2005 10  6   6 50 38.60  34.190N   25.870E  37.0 3.9
2522,2005 10  8  10 33 29.00  38.670N   27.780E  45.0 3.7
2523,2005 10  8  12 20 25.30  36.430N   23.070E  22.0 3.7
2524,2005 10  9   9 20  9.30  38.130N   20.220E  13.0 4.1
2525,2005 10  9  21 25  3.10  36.640N   26.500E  24.0 4.1
2526,2005 10 10  15  8 45.30  35.440N   22.640E  30.0 4.0
2527,2005 10 11   5 44 27.80  35.580N   27.470E  21.0 4.8
2528,2005 10 14  10 15 17.10  35.760N   23.910E  13.0 3.7
2529,2005 10 15  12  5 34.00  34.230N   26.480E  14.0 3.9
2530,2005 10 17   4 19 32.30  35.540N   22.500E   5.0 3.7
2531,2005 10 17   4 31 26.50  38.110N   26.590E  32.0 3.9
2532,2005 10 17   5 45 18.30  38.130N   26.590E  29.0 5.5
2533,2005 10 17   5 59 21.90  38.150N   26.820E  37.0 4.0
2534,2005 10 17   6 16  5.80  38.150N   26.670E  30.0 4.0
2535,2005 10 17   7  5 48.30  38.140N   26.600E  28.0 4.1
2536,2005 10 17   8  7 30.00  38.140N   26.710E  30.0 3.8
2537,2005 10 17   8 28 53.30  38.120N   26.670E  34.0 4.2
2538,2005 10 17   8 34 45.20  38.120N   26.540E  25.0 4.1
2539,2005 10 17   9 46 56.00  38.140N   26.590E  26.0 5.4
2540,2005 10 17   9 55 30.50  38.140N   26.600E  29.0 4.0
2541,2005 10 17   9 58 37.00  38.140N   26.620E  27.0 4.4
2542,2005 10 17  10  7 54.20  38.150N   26.780E  38.0 3.9
2543,2005 10 17  10 57 30.70  38.140N   26.640E  32.0 3.8
2544,2005 10 17  11 17 43.20  38.140N   26.510E  36.0 3.7
2545,2005 10 17  11 20 26.10  38.180N   26.640E  20.0 3.9
2546,2005 10 17  11 52 21.10  38.170N   26.910E  25.0 3.7
2547,2005 10 17  12 22 31.90  38.180N   26.700E  25.0 3.7
2548,2005 10 17  12 43 28.90  38.130N   26.660E  31.0 4.1
2549,2005 10 17  13 16 42.70  38.170N   26.730E  28.0 4.0
2550,2005 10 17  13 22 49.80  38.160N   26.640E  30.0 4.0
2551,2005 10 17  13 52 40.10  39.710N   24.620E  23.0 4.3
2552,2005 10 17  14 53 21.10  38.190N   26.930E  18.0 4.0
2553,2005 10 17  16 27 51.80  38.120N   26.580E  17.0 3.7
2554,2005 10 17  21 16 24.20  38.160N   26.700E  27.0 3.9
2555,2005 10 17  23 13 16.90  38.130N   26.700E  31.0 3.9
2556,2005 10 18   1 47 57.00  38.160N   26.600E  23.0 3.8
2557,2005 10 18   5  4 51.50  38.200N   26.900E  29.0 3.7
2558,2005 10 18   8  3  6.30  38.160N   26.820E  16.0 3.7
2559,2005 10 18  11 54 46.50  40.120N   20.570E  27.0 4.4
2560,2005 10 18  13 21 24.50  37.820N   20.120E  32.0 3.7
2561,2005 10 18  15 25 59.50  37.580N   20.860E  22.0 5.6
2562,2005 10 18  15 36 23.50  37.740N   20.980E  25.0 4.7
2563,2005 10 18  16  0 48.60  38.150N   26.650E  30.0 4.2
2564,2005 10 18  16 15 12.90  37.700N   20.970E  14.0 4.3
2565,2005 10 18  16 20  3.80  37.620N   20.800E  11.0 3.7
2566,2005 10 18  16 29 11.70  37.680N   21.050E   2.0 3.7
2567,2005 10 18  18 43 11.50  37.600N   20.930E  13.0 4.4
2568,2005 10 18  22 49 26.80  38.190N   26.840E  29.0 3.9
2569,2005 10 18  22 54 38.20  37.160N   20.870E   3.0 3.8
2570,2005 10 18  23 26  3.30  37.670N   21.010E   7.0 3.7
2571,2005 10 19   0 44  8.90  37.690N   20.910E  16.0 3.7
2572,2005 10 19   8 54 37.50  41.840N   24.060E  13.0 3.7
2573,2005 10 19  10  6 43.30  39.050N   21.700E   9.0 3.8
2574,2005 10 19  10 11 30.60  38.180N   26.700E  25.0 4.3
2575,2005 10 19  10 22 33.10  38.190N   26.970E  31.0 3.7
2576,2005 10 19  13 33 55.30  38.180N   26.610E  24.0 3.8
2577,2005 10 19  15 24 45.30  38.180N   26.650E  26.0 3.9
2578,2005 10 19  16 47 25.50  39.010N   21.680E  15.0 3.8
2579,2005 10 19  16 57 31.60  38.140N   26.570E  24.0 3.8
2580,2005 10 19  19  2 27.60  38.170N   27.170E  35.0 3.8
2581,2005 10 19  21 31 24.30  35.660N   27.350E  22.0 3.7
2582,2005 10 19  22 38 58.40  37.890N   27.120E  25.0 4.0
2583,2005 10 19  23 19 53.20  39.040N   21.750E  15.0 3.8
2584,2005 10 20   0 46  5.60  37.770N   21.030E  21.0 3.7
2585,2005 10 20   9 10 51.90  38.140N   26.570E  28.0 3.7
2586,2005 10 20  17 22 12.60  38.180N   26.690E  26.0 3.8
2587,2005 10 20  21 40  3.50  38.150N   26.630E  25.0 5.6
2588,2005 10 20  21 44  1.00  38.190N   26.650E  19.0 4.3
2589,2005 10 20  22 13 18.10  38.200N   26.810E  30.0 3.9
2590,2005 10 20  22 15 55.70  38.210N   26.740E  26.0 4.0
2591,2005 10 20  22 27 19.30  38.240N   27.140E   6.0 4.0
2592,2005 10 20  22 34  0.00  38.170N   26.650E  28.0 3.7
2593,2005 10 20  22 46 41.30  38.230N   26.840E  23.0 3.8
2594,2005 10 20  23 16 50.30  38.210N   26.790E  25.0 4.0
2595,2005 10 21   0 34 14.80  38.120N   26.640E  31.0 3.9
2596,2005 10 21   1 19 11.40  38.190N   26.710E  27.0 4.0
2597,2005 10 21   1 32  0.70  38.180N   26.780E  29.0 3.9
2598,2005 10 21   1 39 56.20  34.730N   25.610E  26.0 3.9
2599,2005 10 21   5 25  9.10  38.170N   26.470E  22.0 3.7
2600,2005 10 21   8 10  4.40  38.080N   27.020E  55.0 3.7
2601,2005 10 21  11 11 33.90  37.670N   20.940E  16.0 4.5
2602,2005 10 21  11 47 36.90  38.180N   26.660E  25.0 4.2
2603,2005 10 21  12 48 32.10  38.230N   26.660E  12.0 3.8
2604,2005 10 21  13 13 11.00  37.680N   29.470E  39.0 3.7
2605,2005 10 21  16 34 34.70  38.290N   27.050E  13.0 3.8
2606,2005 10 21  20  3 35.10  38.240N   27.540E   5.0 4.0
2607,2005 10 22   1  5 49.40  38.270N   26.790E  27.0 3.8
2608,2005 10 22   7 21  1.30  38.230N   26.930E  19.0 3.8
2609,2005 10 22  15 35 24.00  38.120N   27.020E  53.0 3.8
2610,2005 10 23  14 59 38.10  38.130N   26.700E  30.0 4.1
2611,2005 10 23  17 50  1.20  38.120N   26.480E  21.0 3.9
2612,2005 10 23  19 18 47.10  39.000N   23.410E  20.0 3.7
2613,2005 10 23  22 30  1.70  35.430N   27.870E  23.0 3.7
2614,2005 10 23  23 10 32.60  38.210N   26.760E  11.0 3.8
2615,2005 10 24   0  7 47.20  34.980N   26.400E  27.0 4.3
2616,2005 10 24  16 55 38.60  38.160N   26.620E  26.0 3.7
2617,2005 10 24  17  3 15.80  38.130N   26.570E  30.0 3.8
2618,2005 10 24  21 15 37.40  38.130N   26.590E  33.0 3.9
2619,2005 10 25   7 49 32.20  38.170N   26.680E  26.0 3.8
2620,2005 10 25   9 30 12.80  37.690N   20.920E  11.0 4.1
2621,2005 10 25  11 26 36.20  37.660N   20.970E  10.0 3.7
2622,2005 10 25  18 26 20.90  34.420N   26.240E  18.0 3.9
2623,2005 10 25  19 31 30.60  39.170N   28.320E   5.0 3.7
2624,2005 10 26  12 18  3.30  38.220N   26.690E  22.0 3.7
2625,2005 10 26  17 48  8.40  38.140N   26.650E  24.0 3.8
2626,2005 10 26  22 52 19.60  41.320N   24.840E  10.0 3.9
2627,2005 10 27  10 55  0.40  38.170N   26.410E  18.0 3.7
2628,2005 10 27  16 56 59.60  34.700N   25.220E   4.0 4.4
2629,2005 10 27  23 28 12.50  38.140N   26.530E  24.0 3.7
2630,2005 10 28   0 17 27.80  38.180N   26.550E  31.0 3.7
2631,2005 10 28  19 50  0.00  38.160N   26.620E  27.0 3.9
2632,2005 10 28  21 37 59.40  36.730N   25.900E  26.0 3.8
2633,2005 10 28  21 57 32.30  36.740N   25.900E  26.0 3.8
2634,2005 10 29   8 37 25.80  36.680N   25.880E  17.0 4.1
2635,2005 10 29   9 35 19.30  37.650N   20.930E   9.0 3.7
2636,2005 10 29  10 17  0.80  35.180N   22.240E   8.0 4.3
2637,2005 10 29  11  7 41.90  38.120N   26.480E  38.0 3.7
2638,2005 10 29  14 48 41.10  38.130N   26.520E  16.0 4.2
2639,2005 10 29  16 15 39.20  38.260N   26.860E  31.0 3.8
2640,2005 10 29  19 49 29.60  38.200N   26.770E  24.0 4.1
2641,2005 10 29  23 34 38.10  38.140N   26.660E  32.0 3.7
2642,2005 10 30   5 37 41.00  38.140N   26.510E  22.0 3.7
2643,2005 10 30  17  3 51.80  37.600N   20.900E  12.0 3.9
2644,2005 10 30  22 23 30.90  38.610N   28.790E  25.0 4.5
2645,2005 10 31   5 26 39.50  38.120N   26.660E  27.0 4.7
2646,2005 10 31   6 48 22.00  38.130N   26.660E  26.0 4.0
2647,2005 10 31  13  0 58.60  39.540N   20.100E  20.0 3.9
2648,2005 11  1  19 53  5.60  41.180N   20.410E   7.0 4.4
2649,2005 11  1  23 27 33.00  35.510N   23.530E   5.0 3.7
2650,2005 11  2   4 13 44.40  35.420N   23.060E  28.0 3.8
2651,2005 11  2   4 19 42.20  37.580N   20.930E  15.0 3.7
2652,2005 11  2   4 27 12.50  38.160N   26.610E  26.0 3.8
2653,2005 11  2   4 59 34.20  34.650N   24.310E  27.0 4.2
2654,2005 11  2   6 28 47.90  40.500N   21.140E  21.0 3.7
2655,2005 11  2  17 24 41.30  36.440N   21.630E  12.0 3.7
2656,2005 11  3   5 37 44.20  38.120N   26.560E  28.0 3.8
2657,2005 11  3  13 59  4.90  37.660N   20.960E  14.0 4.0
2658,2005 11  3  20 54 15.10  37.410N   20.330E  26.0 3.9
2659,2005 11  4   2 42 52.30  38.140N   26.550E  27.0 3.7
2660,2005 11  4   6 39 18.50  38.120N   26.550E  29.0 3.7
2661,2005 11  4  18  4 11.60  37.580N   19.760E  14.0 3.7
2662,2005 11  4  20 12  7.70  40.770N   27.450E  31.0 3.9
2663,2005 11  5   4  0 58.30  34.790N   26.400E   5.0 3.8
2664,2005 11  5  11 37 10.00  35.970N   21.960E  14.0 3.8
2665,2005 11  5  14 11 12.20  34.350N   25.270E  25.0 3.8
2666,2005 11  5  15 27 13.40  38.140N   26.610E  26.0 4.0
2667,2005 11  7   4 11 42.30  34.840N   26.160E  15.0 3.7
2668,2005 11  8   1 41 28.80  38.200N   26.610E  27.0 3.9
2669,2005 11  8   3 20 38.60  38.170N   26.560E  30.0 3.7
2670,2005 11  8   3 53 46.50  38.170N   26.500E  28.0 3.7
2671,2005 11  8  17 30 24.60  38.250N   26.760E  25.0 3.9
2672,2005 11  8  23 36 25.80  38.320N   27.130E   5.0 3.8
2673,2005 11 10   4 47 40.80  35.570N   27.240E  21.0 3.7
2674,2005 11 10   8 56 55.00  40.520N   21.900E  16.0 3.7
2675,2005 11 10  20  9 55.50  38.160N   26.680E  33.0 3.8
2676,2005 11 11   2  3 14.10  37.520N   20.260E   9.0 3.7
2677,2005 11 11   7 24 28.10  40.310N   25.290E  17.0 3.9
2678,2005 11 11  21 18 42.20  37.270N   20.580E  12.0 3.7
2679,2005 11 15   5 51 31.90  40.320N   25.280E  26.0 4.1
2680,2005 11 16   5 41 16.00  38.140N   26.480E  13.0 4.0
2681,2005 11 18   1 38  4.70  34.950N   23.030E  29.0 3.9
2682,2005 11 18  16 57 40.90  39.200N   20.580E  10.0 4.0
2683,2005 11 19  17 26 33.60  35.420N   26.080E  19.0 4.2
2684,2005 11 20   5  3  5.30  38.150N   26.820E   8.0 3.9
2685,2005 11 20  17 56 41.70  38.420N   21.870E  17.0 3.8
2686,2005 11 20  21 20 58.20  35.230N   27.090E  18.0 4.3
2687,2005 11 24  19 58  9.30  36.310N   25.600E  10.0 4.1
2688,2005 11 24  21  1 31.30  38.610N   23.020E  39.0 3.8
2689,2005 11 24  21 25 14.60  36.180N   25.620E  10.0 3.9
2690,2005 11 25   9 30 56.90  35.020N   23.320E  32.0 5.2
2691,2005 11 26   4 51 17.80  34.730N   25.210E  44.0 4.5
